1.000000000000000021e-02,4.830511586734017371e+00,4.912384682797793722e+00,8.187309606377589366e-02
2.000000000000000042e-02,4.724683801127640415e+00,4.892944427910342675e+00,1.722826395357978935e-01
2.999999999999999889e-02,4.632892261113034316e+00,4.884869432848246262e+00,2.640781063706778009e-01
4.000000000000000083e-02,4.546765533928168068e+00,4.878102896455366988e+00,3.550170789581748587e-01
5.000000000000000278e-02,4.464549146274793046e+00,4.870501189095219452e+00,4.443602425557400259e-01
6.000000000000000472e-02,4.385796728897740415e+00,4.861624986329518450e+00,5.318763337452927509e-01
6.999999999999999278e-02,4.310334260614119728e+00,4.851437348499826996e+00,6.175011257660198982e-01
8.000000000000000167e-02,4.238045552227548640e+00,4.839997488325633590e+00,7.012244226859138951e-01
8.999999999999999667e-02,4.168827715745015539e+00,4.827385119521704127e+00,7.830536374509222686e-01
9.999999999999999167e-02,4.102581784786412555e+00,4.813680148480574239e+00,8.629995018556010367e-01
1.100000000000000006e-01,4.039212463486584248e+00,4.798965150088922549e+00,9.410833404303133864e-01
1.199999999999999956e-01,3.978625635914051273e+00,4.783314035319493840e+00,1.017319183167645802e+00
1.300000000000000044e-01,3.920729725016769862e+00,4.766799066460360557e+00,1.091724849634623018e+00
1.400000000000000133e-01,3.865435832139596517e+00,4.749492196198859872e+00,1.164325295823531281e+00
1.500000000000000222e-01,3.812656587980917333e+00,4.731458034301298632e+00,1.235137480459659765e+00
1.600000000000000033e-01,3.762306992348936951e+00,4.712759783215431320e+00,1.304182631596113140e+00
1.700000000000000122e-01,3.714304141060453812e+00,4.693457667753171414e+00,1.371482589989626799e+00
1.800000000000000211e-01,3.668567199878395080e+00,4.673609017382051256e+00,1.437059684864181008e+00
1.900000000000000022e-01,3.625017805749774613e+00,4.653271640751918348e+00,1.500946131224098812e+00
2.000000000000000111e-01,3.583579112448741721e+00,4.632495585430564944e+00,1.563159764466397261e+00
2.100000000000000200e-01,3.544176445669002362e+00,4.611330542961222356e+00,1.623725291794477776e+00
2.200000000000000011e-01,3.506737104661722171e+00,4.589823734404270716e+00,1.682667822981796402e+00
2.300000000000000100e-01,3.471190323276369671e+00,4.568020011608890485e+00,1.740012795709421578e+00
2.400000000000000189e-01,3.437467242342922003e+00,4.545961934302352958e+00,1.795785913515754117e+00
2.500000000000000000e-01,3.405501073048684546e+00,4.523691860319596358e+00,1.850021965767524978e+00
2.600000000000000089e-01,3.375226709170735528e+00,4.501246651222787776e+00,1.902740921764188853e+00
2.700000000000000178e-01,3.346580884127242861e+00,4.478662633565839712e+00,1.953969639230017652e+00
2.800000000000000266e-01,3.319502086245503136e+00,4.455974206532926196e+00,2.003735126063436844e+00
2.900000000000000355e-01,3.293930587992772718e+00,4.433213850321766181e+00,2.052064500844965611e+00
2.999999999999999889e-01,3.269808386239542397e+00,4.410412230161671054e+00,2.098984948174781540e+00
3.099999999999999978e-01,3.247079152183204087e+00,4.387598284282642425e+00,2.144523680584943470e+00
3.200000000000000067e-01,3.225688213424314998e+00,4.364799274136627716e+00,2.188707906052149266e+00
3.300000000000000155e-01,3.205582520220665366e+00,4.342040849507537104e+00,2.231564797038375403e+00
3.400000000000000244e-01,3.186710610269268606e+00,4.319347115780287183e+00,2.273121459282470447e+00
3.500000000000000333e-01,3.169022672235604965e+00,4.296741798387205158e+00,2.313414614871023733e+00
3.600000000000000422e-01,3.152470429719139489e+00,4.274245200007684709e+00,2.352463153152400732e+00
3.699999999999999956e-01,3.137007007424834626e+00,4.251877207173515139e+00,2.390294054640247357e+00
3.800000000000000044e-01,3.122587010311824507e+00,4.229656373140520564e+00,2.426934148444690464e+00
3.900000000000000133e-01,3.109166465085386299e+00,4.207600003667469224e+00,2.462410085580666319e+00
4.000000000000000222e-01,3.096702790257603866e+00,4.185724208988732542e+00,2.496748317414851481e+00
4.100000000000000311e-01,3.085154770253456302e+00,4.164043950679488404e+00,2.529975075143199081e+00
4.200000000000000400e-01,3.074482523949217061e+00,4.142573089932921171e+00,2.562116353389771728e+00
4.299999999999999933e-01,3.064647473511676434e+00,4.121324434308644591e+00,2.593197895022089750e+00
4.400000000000000022e-01,3.055612311476429088e+00,4.100309787214908575e+00,2.623245175023576792e+00
4.500000000000000111e-01,3.047340969186583148e+00,4.079539994574562733e+00,2.652283385798045678e+00
4.600000000000000200e-01,3.039798587999329005e+00,4.059024985950636655e+00,2.680337425200205015e+00
4.700000000000000289e-01,3.032951490497660885e+00,4.038773814317988098e+00,2.707431885902162882e+00
4.800000000000000377e-01,3.026767150265114559e+00,4.018794697222715762e+00,2.733591044820804505e+00
4.899999999999999911e-01,3.021214162109679524e+00,3.999095057086148319e+00,2.758838852942045339e+00
5.000000000000000000e-01,3.016262213981925289e+00,3.979681557485583721e+00,2.783198927420416080e+00
5.100000000000000089e-01,3.011882057455919526e+00,3.960560142979863585e+00,2.806694541623011130e+00
5.200000000000000178e-01,3.008045481116786046e+00,3.941736070359043165e+00,2.829348620734824404e+00
5.300000000000000266e-01,3.004725282827695132e+00,3.923213943058354136e+00,2.851183735324612112e+00
5.400000000000000355e-01,3.001895241685359039e+00,3.904997746895938704e+00,2.872222093946509958e+00
5.500000000000000444e-01,2.999530093033732747e+00,3.887090876268088913e+00,2.892485542044443303e+00
5.600000000000000533e-01,2.997605501206388912e+00,3.869496168026172356e+00,2.911995555565447091e+00
5.700000000000000622e-01,2.996098095317701215e+00,3.852215940186458187e+00,2.930783189293848068e+00
5.800000000000000711e-01,2.994985505118806124e+00,3.835251982761605838e+00,2.948859736917595065e+00
5.899999999999999689e-01,2.994245988193064090e+00,3.818605644217630601e+00,2.966245592387316776e+00
5.999999999999999778e-01,2.993858684306909268e+00,3.802277813409065121e+00,2.982960727082034857e+00
6.099999999999999867e-01,2.993803523242557496e+00,3.786268962488680501e+00,2.999024739066767697e+00
6.199999999999999956e-01,2.994061228305790134e+00,3.770579158998506042e+00,3.014456837493712182e+00
6.300000000000000044e-01,2.994613285179956286e+00,3.755208092027851663e+00,3.029275847590198634e+00
6.400000000000000133e-01,2.995441912327847511e+00,3.740155098506372955e+00,3.043500213963788781e+00
6.500000000000000222e-01,2.996530037503659649e+00,3.725419186285795714e+00,3.057148001008552551e+00
6.600000000000000311e-01,2.997861280063895961e+00,3.710999052240564922e+00,3.070236892493547032e+00
6.700000000000000400e-01,2.999419931038100895e+00,3.696893100950255917e+00,3.082784192809649326e+00
6.800000000000000488e-01,3.001190932175113790e+00,3.683099463435991705e+00,3.094806829186899311e+00
6.900000000000000577e-01,3.003159854978262988e+00,3.669616015705517764e+00,3.106321354114226718e+00
7.000000000000000666e-01,3.005312880265825992e+00,3.656440396656673197e+00,3.117343947875507837e+00
7.100000000000000755e-01,3.007636779390370219e+00,3.643570023846821826e+00,3.127890421560817646e+00
7.199999999999999734e-01,3.010118895112460891e+00,3.631002109751438667e+00,3.137976219934107025e+00
7.299999999999999822e-01,3.012747123012400774e+00,3.618733676996463089e+00,3.147616424789145828e+00
7.399999999999999911e-01,3.015509893350417414e+00,3.606761572898910639e+00,3.156825758548680305e+00
7.500000000000000000e-01,3.018396150538456446e+00,3.595082485622719926e+00,3.165618588636832431e+00
7.600000000000000089e-01,3.021395343035513381e+00,3.583692951816272121e+00,3.174008929946223301e+00
7.700000000000000178e-01,3.024497402947873503e+00,3.572589371962515692e+00,3.182010449887617831e+00
7.800000000000000266e-01,3.027692728350420470e+00,3.561768023448932396e+00,3.189636472998656380e+00
7.900000000000000355e-01,3.030972168200670946e+00,3.551225071437464909e+00,3.196899985159871616e+00
8.000000000000000444e-01,3.034327004601321764e+00,3.540956581756346644e+00,3.203813638440341283e+00
8.100000000000000533e-01,3.037748937872813748e+00,3.530958531109730902e+00,3.210389755815464152e+00
8.200000000000000622e-01,3.041230074612633061e+00,3.521226814812932204e+00,3.216640335372439985e+00
8.300000000000000711e-01,3.044762912459368920e+00,3.511757256772863656e+00,3.222577055565775339e+00
8.400000000000000799e-01,3.048340326308019765e+00,3.502545618187662413e+00,3.228211280302327513e+00
8.499999999999999778e-01,3.051955554384839786e+00,3.493587606430923920e+00,3.233554063982245541e+00
8.599999999999999867e-01,3.055602185012829430e+00,3.484878883085552825e+00,3.238616156699624771e+00
8.699999999999999956e-01,3.059274142628095383e+00,3.476415072815918439e+00,3.243408009353993648e+00
8.800000000000000044e-01,3.062965676540958082e+00,3.468191769517561251e+00,3.247939778739488581e+00
8.900000000000000133e-01,3.066671347430847572e+00,3.460204543983296244e+00,3.252221333383862767e+00
9.000000000000000222e-01,3.070386016103454629e+00,3.452448950634286806e+00,3.256262258060265591e+00
9.100000000000000311e-01,3.074104832648441477e+00,3.444920532091240606e+00,3.260071860058325832e+00
9.200000000000000400e-01,3.077823223658334495e+00,3.437614827490177216e+00,3.263659173649497092e+00
9.300000000000000488e-01,3.081536883905303892e+00,3.430527374835266041e+00,3.267032966057438426e+00
9.400000000000000577e-01,3.085241763199081166e+00,3.423653718905279142e+00,3.270201742693645386e+00
9.500000000000000666e-01,3.088934059152803169e+00,3.416989412829116279e+00,3.273173752816090243e+00
9.600000000000000755e-01,3.092610204041971400e+00,3.410530026641001911e+00,3.275956994115035048e+00
9.699999999999999734e-01,3.096266857825089147e+00,3.404271148884494558e+00,3.278559218088423322e+00
9.799999999999999822e-01,3.099900896566648356e+00,3.398208392305384073e+00,3.280987935925974153e+00
9.899999999999999911e-01,3.103509405701176949e+00,3.392337395680345757e+00,3.283250423416485209e+00
